ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Validated_Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_4,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,CSR Factor,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Women_Leave,Men_Leave,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest)
92,WENDELL,Sales,Colombia,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,3,275,5,0,0,,0,support,low,F,14,3,3,4,1,2,2,2,2,1,NA,2,3,2,1,3,4,2,3,4,5,3952,79,10
93,VOGLER,Finance,France,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,6,140,3,0,0,,0,technical,high,M,18,4,5,5,2,1,2,2,1,NA,1,1,3,2,4,5,3,2,4,3,4,1995,86,10
94,VOELKER,Human Resources,Japan,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,140,6,0,0,,0,accounting,medium,M,4,1,1,4,4,2,1,2,2,NA,1,2,5,1,5,3,2,2,2,4,4,1831,86,7
95,TRUSS,IT,Korea,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,3,215,6,0,0,,0,support,low,M,65,3,5,3,2,1,1,1,1,NA,1,1,4,2,2,1,2,1,1,2,2,3476,80,9
96,TROXELL,Warehouse,UK,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,115,3,0,0,,0,hr,medium,M,10,1,3,5,5,1,2,1,2,NA,1,2,1,1,4,5,1,2,5,3,5,1556,62,8
97,THRIFT,Operations,UK,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,103,3,0,0,,0,sales,low,M,42,3,5,5,3,1,1,1,1,NA,1,1,5,2,2,3,4,2,1,5,4,1397,69,9
98,STROUSE,Sales,Korea,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,186,3,0,0,,0,support,medium,F,31,4,2,2,1,2,1,2,1,1,NA,2,2,1,2,1,1,2,4,4,3,2991,86,10
99,SPIELMAN,Finance,Turkey,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,6,109,2,0,0,,0,support,medium,M,63,1,2,2,3,1,1,1,1,NA,1,2,1,1,5,5,4,2,1,5,1,1953,86,7
100,SISTRUNK,Human Resources,China,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,6,212,6,0,0,,0,sales,high,M,51,4,4,3,1,2,1,2,2,NA,1,2,1,2,1,2,2,2,4,4,2,3956,80,10
101,SHOWS,IT,France,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,6,105,5,0,0,,0,sales,low,M,54,1,5,1,2,2,2,1,1,NA,1,2,4,1,1,5,1,2,3,2,4,1968,85,9
102,SEVIGNY,Warehouse,Colombia,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,270,2,0,0,,0,RandD,low,M,23,5,4,1,4,2,1,2,2,NA,1,2,4,1,5,4,5,1,5,3,4,2338,79,10
103,SCHULLER,Operations,UK,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,268,3,0,0,,0,sales,low,M,10,2,5,3,5,2,1,1,2,NA,1,2,5,2,1,3,4,1,3,5,1,3014,76,9
104,SCHAAF,Sales,Colombia,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,139,4,0,0,,0,technical,medium,M,9,3,5,3,2,2,2,1,1,NA,1,2,1,1,1,3,4,1,2,1,3,1735,73,8
105,RUFFNER,Finance,Korea,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,145,5,0,0,,0,technical,medium,M,46,4,5,3,4,2,1,1,1,NA,1,2,1,2,5,4,2,2,4,2,5,1266,90,10
106,ROUTH,Human Resources,Korea,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,279,5,0,0,,0,sales,low,F,51,1,5,1,5,1,1,1,2,1,NA,1,2,2,3,2,1,1,3,1,5,2347,76,7
107,ROSEMAN,IT,Japan,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,278,3,1,0,,0,sales,low,M,49,1,4,5,1,1,2,1,1,NA,1,2,1,1,4,2,3,2,5,5,2,2583,75,6
108,RICCIARDI,Warehouse,China,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,269,5,0,0,,0,technical,low,M,45,2,5,3,3,2,1,1,1,NA,1,1,2,1,1,4,1,2,4,4,2,3873,79,6
109,PERAZA,Operations,Korea,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,128,2,0,0,,0,support,low,M,62,3,5,5,4,2,1,1,2,NA,1,2,1,2,3,4,3,1,4,3,5,1690,87,10
110,PEGRAM,Sales,Turkey,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,3,173,2,0,0,,0,technical,low,M,45,3,4,4,4,2,1,1,1,NA,1,2,4,1,3,2,5,1,4,2,3,1600,68,7
111,OVERTURF,Finance,Japan,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,3,132,4,0,0,,0,support,medium,M,31,5,1,1,4,1,1,1,1,NA,1,1,2,2,5,3,3,1,3,4,4,1340,69,10
112,OLANDER,Human Resources,UK,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,103,3,0,0,,0,support,medium,F,18,5,4,1,1,1,1,1,1,0,NA,2,3,1,2,1,1,1,4,5,5,1506,66,9
113,ODANIEL,IT,Japan,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,203,5,0,0,,0,sales,low,F,43,1,3,5,3,1,2,2,2,1,NA,1,2,2,3,1,5,1,5,5,1,3418,77,7
114,NEU,Warehouse,France,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,191,5,0,0,,0,management,medium,F,6,2,3,4,5,2,1,1,1,1,NA,1,3,1,1,1,2,2,5,2,5,2926,88,8
115,MILLNER,Operations,China,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,122,4,0,0,,0,sales,low,M,38,3,4,1,5,1,2,1,2,NA,1,2,3,1,3,3,4,1,5,3,4,1062,89,7
116,MELCHOR,Sales,China,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,3,119,2,0,0,,0,sales,low,M,20,4,2,4,4,2,2,2,1,NA,1,2,1,2,3,5,1,1,2,3,1,1683,75,6
117,MAXIE,Finance,China,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,211,7,1,0,,0,sales,medium,M,31,5,5,5,2,1,2,1,2,NA,1,2,5,2,2,5,4,1,5,2,5,2703,78,8
118,MARVEL,Human Resources,US,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,142,10,1,0,,0,support,low,M,38,5,1,2,4,2,2,1,1,NA,1,2,2,2,1,1,5,2,3,4,1,1307,86,10
119,MARONEY,IT,France,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,115,6,1,0,,0,marketing,high,F,47,5,3,1,4,2,1,1,2,0,NA,2,5,2,4,1,5,1,1,5,4,1663,85,6
120,MACHUCA,Warehouse,US,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,2,103,3,0,0,,0,support,medium,F,15,2,2,4,4,1,2,1,1,0,NA,2,4,2,2,1,1,2,1,2,1,1042,64,9
121,MACALUSO,Operations,China,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,203,5,0,0,,0,sales,low,F,22,4,4,3,4,2,1,2,2,1,NA,1,2,1,3,3,4,1,5,3,5,2927,80,6
122,LIVESAY,Sales,UK,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,191,5,0,0,,0,management,medium,M,31,1,4,5,5,1,1,2,1,NA,1,2,4,2,2,2,1,2,3,5,2,3529,90,6
123,LAYFIELD,Finance,Australia,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,122,4,0,0,,0,sales,low,F,5,3,4,1,2,2,2,2,2,0,NA,1,1,2,4,2,2,1,4,3,2,1357,90,8
124,LASKOWSKI,Human Resources,Australia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,3,119,2,0,0,,0,sales,low,F,51,3,5,3,4,2,2,2,1,0,NA,2,3,1,2,1,2,1,4,5,1,1298,60,9
125,KWIATKOWSKI,IT,France,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,211,7,1,0,,0,sales,medium,F,59,3,2,4,3,2,1,1,2,1,NA,1,3,2,4,2,4,1,2,4,4,2916,77,6
126,KO,Warehouse,Colombia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,4,142,10,1,0,,0,support,low,F,33,5,5,2,5,2,2,2,2,0,NA,1,3,2,4,5,5,1,4,4,3,1497,89,10
127,KILEY,Operations,Korea,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.38,5,115,6,1,0,,0,marketing,high,F,33,3,3,3,3,1,2,1,1,0,NA,2,3,1,4,5,2,2,3,1,4,1730,87,10
128,KILBY,Sales,UK,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,136,3,0,0,,0,sales,medium,M,1,2,3,5,5,2,2,1,2,NA,1,1,2,1,3,1,5,2,2,1,1,1367,68,7
129,JULIEN,Finance,Colombia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,198,5,0,0,,0,RandD,medium,M,8,4,2,4,1,1,2,1,1,NA,1,1,3,1,1,2,1,1,5,2,1,2166,88,8
130,HOVEY,Human Resources,Turkey,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,99,2,0,0,,0,support,low,M,46,4,1,5,5,1,2,1,2,NA,1,2,2,1,3,4,1,2,2,2,1,1403,71,6
131,HEYWOOD,IT,UK,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,214,5,1,0,,0,sales,low,M,27,5,2,2,1,1,1,1,2,NA,1,2,1,2,3,4,3,2,4,1,3,3917,75,10
132,HAYMAN,Warehouse,US,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,272,3,0,0,,0,marketing,low,F,64,3,2,2,5,2,2,1,2,1,NA,2,5,1,5,3,2,2,1,4,5,2645,79,8
133,HAVARD,Operations,Colombia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,167,3,0,0,,0,support,medium,M,24,2,4,4,3,1,1,1,1,NA,1,1,5,1,1,5,1,2,1,4,4,1389,66,10
134,HARVILLE,Sales,Turkey,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,149,3,0,0,,0,marketing,low,M,65,5,4,2,5,2,1,1,1,NA,1,1,5,1,3,2,5,1,5,3,2,1999,75,8
135,HAIGH,Finance,Australia,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,275,3,0,0,,0,IT,medium,M,15,2,1,3,2,2,2,1,2,NA,1,1,3,2,4,2,1,1,4,4,4,2121,77,6
136,HAGOOD,Human Resources,China,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,261,3,0,0,,0,RandD,medium,F,57,1,1,4,2,2,1,1,2,1,NA,2,4,2,1,1,2,1,4,3,2,2730,75,10
137,GRIECO,IT,Colombia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,239,4,0,0,,0,support,low,F,13,4,1,5,5,1,1,1,2,1,NA,2,2,1,5,2,3,2,4,1,4,2415,78,6
138,GLASSMAN,Warehouse,Australia,VP,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,263,4,0,0,,0,marketing,medium,M,53,1,2,4,4,1,1,1,2,NA,1,2,5,1,5,5,5,2,4,2,5,3663,78,6
139,GEBHARDT,Operations,Colombia,Senior Director,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,193,6,0,0,,0,sales,medium,F,45,5,4,5,5,2,1,2,2,1,NA,1,5,2,3,4,3,1,2,5,5,3908,89,10
140,GARRY,Sales,US,Senior Director,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,210,5,0,0,,0,sales,low,F,34,2,3,1,3,1,2,1,1,1,NA,2,3,1,3,2,1,1,3,4,5,2633,80,9
141,FREEZE,Finance,Australia,Senior Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,190,3,1,0,,0,RandD,medium,F,13,3,3,4,2,1,2,1,1,1,NA,1,4,2,4,1,2,1,1,2,5,3551,90,10
142,FLEISCHER,Human Resources,UK,Director,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,190,5,0,0,,0,sales,medium,M,10,3,4,2,4,1,1,1,2,NA,1,2,5,2,1,5,3,1,1,1,4,3432,90,8
143,FANN,IT,Colombia,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,111,5,0,0,,0,support,low,F,33,5,2,4,3,2,1,2,2,0,NA,1,3,1,4,5,5,2,1,2,2,1617,89,10
144,ELSON,Warehouse,Colombia,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,177,6,0,0,,0,sales,medium,M,18,1,2,5,3,2,2,1,1,NA,1,2,2,2,1,3,5,2,2,4,3,1537,60,10
145,ECCLES,Operations,France,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,193,4,0,0,,0,technical,medium,M,4,2,2,2,3,2,2,2,1,NA,1,2,2,1,3,1,4,1,4,5,3,3503,86,10
146,CUNHA,Sales,UK,Director,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,229,4,0,0,,0,sales,low,M,60,1,3,1,1,2,1,2,1,NA,1,2,5,1,2,5,4,1,2,5,5,2807,78,9
147,CRUMB,Finance,Australia,Director,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,99,4,0,0,,0,IT,medium,F,22,2,5,4,3,1,1,1,2,0,NA,1,3,2,1,1,5,1,5,2,3,1900,70,6
148,CREW,Human Resources,China,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,158,4,1,0,,0,product_mng,medium,F,64,4,4,2,3,2,1,2,2,0,NA,1,1,2,2,3,1,2,1,5,4,1771,87,10
149,BLAKLEY,IT,Colombia,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,188,3,0,0,,0,technical,low,M,7,4,3,4,4,2,2,2,2,NA,1,1,2,2,3,5,2,2,2,3,4,3568,85,6
150,BARDWELL,Warehouse,Korea,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,145,3,0,0,,0,sales,medium,F,51,4,2,5,1,1,1,2,2,0,NA,1,5,2,1,2,4,1,3,5,4,1649,66,10
151,ABSHIRE,Operations,Japan,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,161,4,0,0,,0,IT,low,F,61,4,5,2,3,2,1,2,2,1,NA,1,3,1,4,1,4,2,2,5,2,1107,89,8
152,WOODHAM,Sales,Australia,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,175,3,0,0,,0,sales,medium,M,39,2,5,3,2,1,2,2,2,NA,1,1,5,1,5,5,4,1,4,1,3,1706,68,10
153,WINES,Finance,US,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,193,3,1,0,,0,IT,low,M,57,3,4,1,2,2,2,2,1,NA,1,2,2,1,5,4,3,1,5,4,1,3200,85,10
154,WELTER,Human Resources,Japan,Senior Manager,,1,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,235,6,0,0,,0,RandD,low,F,41,2,5,3,3,2,2,1,1,1,NA,2,1,2,1,2,3,2,2,1,2,3235,77,9
155,WARGO,IT,Korea,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,98,3,1,0,,0,RandD,low,M,47,4,2,5,5,2,2,2,1,NA,1,1,4,1,5,3,5,1,1,4,1,1875,60,7
156,VARNADO,Warehouse,Korea,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,246,4,0,0,,0,sales,medium,M,49,4,1,2,4,1,2,1,1,NA,1,2,5,2,4,4,5,2,4,1,1,2846,76,6
157,TUTT,Operations,US,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,118,4,0,0,,0,sales,medium,M,37,2,2,5,3,2,1,1,1,NA,1,1,4,1,1,4,4,1,4,2,2,1397,64,10
158,TRAYNOR,Sales,China,Senior Manager,,1,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,285,4,0,0,,0,sales,low,F,5,2,1,2,1,2,2,1,2,1,NA,1,3,1,1,1,3,2,3,4,1,3155,80,8
159,SWANEY,Finance,Turkey,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,98,3,0,0,,0,technical,low,M,48,1,2,3,5,1,2,1,1,NA,1,2,2,1,5,1,3,2,2,3,5,1772,73,7
160,SVOBODA,Human Resources,UK,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,152,5,0,0,,0,product_mng,high,M,17,1,4,2,3,1,2,2,2,NA,1,1,1,1,3,2,1,1,3,3,3,1969,85,10
161,STRICKER,IT,UK,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,215,5,0,0,,0,sales,medium,F,28,1,3,2,2,2,1,1,2,1,NA,2,3,2,5,2,5,1,3,5,2,3375,79,6
162,STOFFEL,Warehouse,Japan,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,158,2,0,0,,0,sales,medium,F,39,5,5,1,1,2,1,1,1,0,NA,2,1,2,5,5,2,2,4,4,2,1270,85,9
163,STAMBAUGH,Operations,China,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,131,2,0,0,,0,marketing,high,M,42,2,3,2,4,1,2,1,2,NA,1,1,4,2,5,5,2,4,5,2,4,1761,75,6
164,SICKLER,Sales,Korea,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,257,3,0,0,,0,technical,low,M,38,3,3,5,2,2,2,1,1,NA,1,1,1,2,1,4,4,2,2,4,5,2046,80,7
165,SHACKLEFORD,Finance,Colombia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,132,5,0,0,,0,accounting,medium,M,19,1,5,1,2,2,1,2,1,NA,1,1,1,1,1,4,5,2,2,2,3,1272,88,9
166,SELMAN,Human Resources,France,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,200,4,0,0,,0,product_mng,medium,F,28,5,4,5,1,1,1,1,1,1,NA,1,1,2,3,4,1,1,5,5,2,3006,86,8
167,SEAVER,IT,Colombia,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,218,2,0,0,,0,technical,low,F,26,3,4,2,3,2,2,1,2,1,NA,1,2,1,2,1,2,2,5,2,3,2053,77,10
168,SANSOM,Warehouse,Turkey,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,105,6,0,0,,0,technical,medium,F,11,4,2,3,4,1,1,1,2,0,NA,2,3,1,2,2,3,1,4,4,4,1077,90,8
169,SANMIGUEL,Operations,US,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,132,3,0,0,,0,product_mng,high,M,42,2,5,3,2,1,1,2,2,NA,1,1,1,1,4,3,3,1,4,4,4,1243,89,10
170,ROYSTON,Sales,Turkey,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,132,6,1,0,,1,technical,low,M,63,1,3,4,3,5,5,2,1,NA,NA,2,3,2,4,4,2,1,5,3,1,1932,87,10
171,ROURKE,Finance,Australia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,106,8,0,0,,0,management,high,F,40,4,5,5,3,1,1,1,1,0,NA,5,1,5,1,1,3,1,4,3,5,1283,60,8
172,ROCKETT,Human Resources,China,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,207,7,0,0,,0,sales,medium,M,61,5,1,1,2,2,2,1,1,NA,1,1,3,2,2,2,1,2,5,3,1,2439,79,7
173,RIOUX,IT,Korea,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,200,4,0,0,,0,product_mng,medium,M,59,5,4,2,1,1,2,1,2,NA,1,2,3,1,2,2,2,2,4,4,3,2563,88,7
174,PULEO,Warehouse,Korea,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,218,2,0,0,,0,technical,low,M,65,2,2,1,4,2,2,2,2,NA,1,1,1,1,1,4,4,2,5,5,3,3754,75,10
175,PITCHFORD,Operations,Korea,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,6,105,6,0,0,,0,technical,medium,M,8,1,1,4,3,2,2,2,2,NA,1,1,5,2,5,3,3,2,3,5,3,1558,86,8
176,PERSONS,Sales,Turkey,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,4,132,3,0,0,,0,product_mng,high,M,38,2,2,4,5,1,1,1,1,NA,1,2,2,1,4,4,3,1,3,5,2,1298,87,7
177,NORMAND,Finance,US,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,5,132,6,1,0,,1,technical,low,F,39,1,4,4,2,4,1,1,1,0,NA,2,3,2,3,5,4,1,5,2,3,1880,86,7
178,NARDI,Human Resources,Australia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,3,106,8,0,0,,0,management,high,M,26,2,2,3,4,2,2,1,2,NA,1,4,5,5,4,2,1,1,5,3,2,1685,74,7
179,MULVANEY,IT,Korea,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.39,2,207,7,0,0,,0,sales,medium,F,37,3,4,1,4,1,1,2,2,1,NA,1,3,1,2,2,2,1,4,4,5,2844,76,8
180,MIDDAUGH,Warehouse,Japan,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.4,4,212,2,1,0,,0,accounting,low,F,12,1,3,3,5,2,1,2,2,1,NA,1,4,1,2,3,5,1,3,5,3,3301,77,6
181,MANNERS,Operations,Australia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.4,4,258,4,1,0,,0,technical,medium,F,59,2,1,4,3,2,1,1,2,1,NA,2,5,1,1,3,4,1,1,2,2,2694,78,7
182,MALEK,Sales,US,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.4,2,141,2,0,0,,0,IT,low,M,41,4,2,4,4,1,1,2,1,NA,1,2,4,2,4,3,4,2,5,1,1,1338,70,10
183,LODGE,Finance,US,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.4,2,194,2,0,0,,0,sales,low,F,10,4,2,4,4,1,2,1,1,1,NA,1,4,2,2,4,3,2,4,1,3,3597,87,10
184,LEOS,Human Resources,UK,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.4,2,122,5,0,0,,0,sales,low,F,32,4,1,2,1,1,1,2,2,0,NA,1,2,2,1,3,5,2,5,1,4,1542,72,9
185,LATHAN,IT,UK,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.4,3,120,6,0,0,,0,technical,low,M,28,3,5,3,2,1,2,2,2,NA,1,1,4,2,2,5,3,1,2,5,3,1761,73,8
186,KUJAWA,Warehouse,Colombia,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.4,5,286,4,0,0,,0,support,low,F,27,5,5,5,4,2,1,2,1,1,NA,2,2,1,2,3,4,1,2,5,2,3803,75,8
